StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,s1kn_hadto_1,s1kn_rating_1,s1kn_rating_2,s1kn_rating_3,s1ig_hadto_1,s1ig_rating_1,s1ig_rating_2,s1ig_rating_3,s2kn_hadto_1,s2kn_rating_1,s2kn_rating_2,s2kn_rating_3,s2ig_hadto_1,s2ig_rating_1,s2ig_rating_2,s2ig_rating_3,s3kn_hadto_1,s3kn_rating_1,s3kn_rating_2,s3kn_rating_3,s3ig_hadto_1,s3ig_rating_1,s3ig_rating_2,s3ig_rating_3,s4kn_hadto_1,s4kn_rating_1,s4kn_rating_2,s4kn_rating_3,s4ig_hadto_1,s4ig_rating_1,s4ig_rating_2,s4ig_rating_3,s5kn_hadto_1,s5kn_rating_1,s5kn_rating_2,s5kn_rating_3,s5ig_hadto_1,s5ig_rating_1,s5ig_rating_2,s5ig_rating_3,s6kn_hadto_1,s6kn_rating_1,s6kn_rating_2,s6kn_rating_3,s6ig_hadto_1,s6ig_rating_1,s6ig_rating_2,s6ig_rating_3,s7kn_hadto_1,s7kn_rating_1,s7kn_rating_2,s7kn_rating_3,s7ig_hadto_1,s7ig_rating_1,s7ig_rating_2,s7ig_rating_3,s8kn_hadto_1,s8kn_rating_1,s8kn_rating_2,s8kn_rating_3,s8ig_hadto_1,s8ig_rating_1,s8ig_rating_2,s8ig_rating_3,s9kn_hadto_1,s9kn_rating_1,s9kn_rating_2,s9kn_rating_3,s9ig_hadto_1,s9ig_rating_1,s9ig_rating_2,s9ig_rating_3,s10kn_hadto_1,s10kn_rating_1,s10kn_rating_2,s10kn_rating_3,s10ig_hadto_1,s10ig_rating_1,s10ig_rating_2,s10ig_rating_3,s11kn_hadto_1,s11kn_rating_1,s11kn_rating_2,s11kn_rating_3,s11ig_hadto_1,s11ig_rating_1,s11ig_rating_2,s11ig_rating_3,s12kn_hadto_1,s12kn_rating_1,s12kn_rating_2,s12kn_rating_3,s12ig_hadto_1,s12ig_rating_1,s12ig_rating_2,s12ig_rating_3,s13kn_hadto_1,s13kn_rating_1,s13kn_rating_2,s13kn_rating_3,s13ig_hadto_1,s13ig_rating_1,s13ig_rating_2,s13ig_rating_3,s14kn_hadto_1,s14kn_rating_1,s14kn_rating_2,s14kn_rating_3,s14ig_hadto_1,s14ig_rating_1,s14ig_rating_2,s14ig_rating_3,s15kn_hadto_1,s15kn_rating_1,s15kn_rating_2,s15kn_rating_3,s15ig_hadto_1,s15ig_rating_1,s15ig_rating_2,s15ig_rating_3,s16kn_hadto_1,s16kn_rating_1,s16kn_rating_2,s16kn_rating_3,s16ig_hadto_1,s16ig_rating_1,s16ig_rating_2,s16ig_rating_3,age ,age _1_TEXT,gender ,ethnicity ,ethnicity _10_TEXT,feedback ,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A
12/23/24 16:57,12/23/24 17:03,IP Address,100,391,TRUE,12/23/24 17:03,,,,,anonymous,EN,94,86,95,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,87,36,35,,,,,,,,,5,91,29,48,,,,,0,18,0,0,92,75,86,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,87,88,96,,,,,90,96,76,93,84,74,74,57,,,,,My age in years is,26,Male,Caucasian/White,,,reschedule for a later flight,,,,,stare intently and try to read his mind,refuse to drive her,light a fire under the car,use a loud whistle,,,,,call his mum,identify faults or malfunctions,ask her boyfriend to postpone the dinner to next week
12/23/24 16:57,12/23/24 17:03,IP Address,100,391,TRUE,12/23/24 17:03,,,,,anonymous,EN,,,,,,,,,0,4,0,0,,,,,28,41,49,74,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,85,100,100,,,,,11,63,100,54,,,,,0,0,50,0,18,80,100,77,,,,,,,,,,,,,,,,,,,,,73,56,88,68,,,,,My age in years is,55,Male,Caucasian/White,,,,steal the wallet of someone else,try to buy a ticket off another person,,throw away all of the food,,,,,hike until she finds cell service,try to buy Maria candy at a store nearby,call the family to tell them he can't dogsit anymore,offer a free drink for everyone who buys a ticket,,,ask her boyfriend to help her babysit
12/23/24 16:50,12/23/24 17:03,IP Address,100,779,TRUE,12/23/24 17:03,,,,,anonymous,EN,,,,,0,35,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,98,75,100,100,,,,,,,,,,,,,,,,,0,58,94,10,,,,,,,,,,,,,,,,,0,86,0,30,,,,,,,,,0,6,0,0,,,,,,,,,,,,,,,,,,,,,100,100,100,100,,,,,0,37,0,0,,,,,My age in years is,37,Male,Caucasian/White,,,demand that the airline delays the flight,steal the wallet of someone else,,,attempt to search for a water source,,,check that the doors are locked,,yell at Todd for getting stuck,,call the family to tell them he can't dogsit anymore,,,check through surveillance footage,take the kids to the restaurant
12/23/24 16:55,12/23/24 17:03,IP Address,100,507,TRUE,12/23/24 17:03,,,,,anonymous,EN,,,,,,,,,,,,,73,100,74,88,100,100,100,100,,,,,,,,,,,,,,,,,,,,,71,100,100,100,,,,,,,,,80,92,79,100,,,,,,,,,90,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,74,74,79,81,100,100,100,,,,,,,,,,,,,,,,,52,48,49,49,My age in years is,49,Female,Black/African,,,,call the gym,bribe the security,,,keep an eye on him,take her to his house but no further,,use a loud whistle,,,,buy half of the tickets himself,turn the plane around,,tie the kids up in their room and join the dinner
12/23/24 16:59,12/23/24 17:04,IP Address,100,257,TRUE,12/23/24 17:04,,,,,anonymous,EN,,,,,0,0,0,0,,,,,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,5,16,6,4,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,100,100,100,100,,,,,0,0,0,0,,,,,22,17,50,22,,,,,,,,,30,30,53,47,,,,,,,,,,,,,,,,,,,,,My age in years is,49,Male,Caucasian/White,,,try to convince a passing driver to trade cars,wait at her car in case her friend is looking for her,,,,tackle him and hold him down,,light a fire under the car,,give Todd her water,kidnap Maria,find other people to help him ram the door,,call his mum,,
12/23/24 16:54,12/23/24 17:04,IP Address,100,561,TRUE,12/23/24 17:04,,,,,anonymous,EN,,,,,,,,,0,18,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,49,73,73,,,,,0,0,0,0,,,,,0,6,22,8,,,,,,,,,,,,,70,49,93,91,,,,,0,18,10,11,,,,,0,8,0,0,92,89,100,93,,,,,,,,,,,,,,,,,,,,,My age in years is,54,Male,Caucasian/White,,,,create a fake membership pass with an editing tool on her phone,,,,,take her to his house but no further,light a fire under the car,start to dance,,grab Maria and hold her,slide some dog treats underneath the door,lie to people that the tickets are for a charity event for children in need,turn the plane around,,
12/23/24 16:58,12/23/24 17:04,IP Address,100,336,TRUE,12/23/24 17:04,,,,,anonymous,EN,,,,,0,0,0,0,,,,,,,,,9,8,83,37,,,,,,,,,100,62,100,78,,,,,,,,,,,,,40,52,72,53,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,83,90,100,96,,,,,,,,,,,,,80,79,100,83,,,,,,,,,87,88,100,100,,,,,,,,,,,,,,,,,,,,,My age in years is,42,Male,Caucasian/White,,,steal a passing driver's car,,give her ticket to Ted,organize a few fishing crews to go out on their own,,call the police,yell in gibberish until she leaves,,,hike until she finds cell service,,slide some dog treats underneath the door,,send an emergency call,,
12/23/24 16:55,12/23/24 17:04,IP Address,100,530,TRUE,12/23/24 17:04,,,,,anonymous,EN,,,,,0,100,0,100,,,,,0,76,76,77,,,,,,,,,,,,,29,50,100,50,,,,,,,,,,,,,,,,,,,,,0,75,100,75,,,,,,,,,,,,,,,,,0,76,0,76,,,,,,,,,,,,,0,19,19,50,,,,,,,,,0,9,51,6,,,,,,,,,100,100,100,100,,,,,,,,,,,,,My age in years is,75,Male,Caucasian/White,,,steal a passing driver's car,send an Uber driver to pick up her wallet and ID,,request supplies to be airdropped,,,refuse to drive her,,,leave Todd to save herself,,break a window and climb into the house,sell his wedding ring to earn the remaining amount,,identify the location in the building where the fire started,
12/23/24 16:56,12/23/24 17:04,IP Address,100,453,TRUE,12/23/24 17:04,,,,,anonymous,EN,94,96,100,99,,,,,,,,,24,56,53,53,,,,,23,10,41,6,,,,,,,,,0,0,0,0,,,,,3,9,100,2,,,,,,,,,84,94,95,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,9,81,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,My age in years is,27,Female,Multiethnic,,,call a taxi,create a fake membership pass with an editing tool on her phone,pretend that they are family members of the band to get into the venue,,throw away all of the food,make cat noises at him until he leaves,refuse to drive her,,,,,call the fire brigade,sell his wedding ring to earn the remaining amount,,,
12/23/24 16:56,12/23/24 17:04,IP Address,100,461,TRUE,12/23/24 17:04,,,,,anonymous,EN,,,,,,,,,,,,,21,25,23,37,,,,,,,,,,,,,100,100,100,100,,,,,25,32,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,42,15,31,,,,,95,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,80,56,100,,,,,66,81,100,95,0,19,36,38,,,,,My age in years is,35,Female,Caucasian/White,,"Thank you so much, I enjoyed participating",,create a fake membership pass with an editing tool on her phone,,request supplies to be airdropped,steal all of the food and water,,,,hide behind some bushes,hike until she finds cell service,,,,send an emergency call,identify the location in the building where the fire started,agree to babysit Ben's kids and be late to the dinner
12/23/24 16:54,12/23/24 17:04,IP Address,100,597,TRUE,12/23/24 17:04,,,,,anonymous,EN,,,,,50,71,52,73,,,,,,,,,0,50,100,29,,,,,100,81,100,74,,,,,,,,,0,51,51,23,,,,,0,19,52,23,,,,,,,,,,,,,,,,,,,,,,,,,100,93,52,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,,,,,,,,,100,41,84,63,My age in years is,56,Male,Caucasian/White,,,call a taxi,,try to buy a ticket off another person,ration their food,boost morale with a three-legged race,stare intently and try to read his mind,,,,leave Todd to save herself,,,,,identify faults or malfunctions,ask her boyfriend to help her babysit
12/23/24 16:58,12/23/24 17:04,IP Address,100,346,TRUE,12/23/24 17:04,,,,,anonymous,EN,,,,,,,,,17,54,77,70,,,,,,,,,,,,,,,,,,,,,,,,,29,60,71,82,,,,,,,,,,,,,,,,,,,,,14,15,83,53,2,3,40,6,,,,,,,,,,,,,59,78,98,88,,,,,,,,,,,,,14,11,60,81,,,,,,,,,,,,,76,92,85,97,,,,,5,10,34,27,,,,,My age in years is,36,Male,Asian,,,,wait at her car in case her friend is looking for her,,,huddle to conserve energy,,,ask to use the mall’s loudspeaker,start to dance,,tell the man to leave,,offer a free drink for everyone who buys a ticket,,talk to witnesses,take the kids to the restaurant
12/23/24 16:58,12/23/24 17:04,IP Address,100,367,TRUE,12/23/24 17:04,,,,,anonymous,EN,19,50,60,93,,,,,,,,,,,,,0,8,0,2,,,,,96,97,100,98,,,,,,,,,,,,,0,70,100,71,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2,8,1,0,,,,,,,,,,,,,70,50,91,38,,,,,,,,,,,,,91,92,100,100,,,,,,,,,,,,,,,,,,,,,My age in years is,45,Male,Caucasian/White,,,take a public bus,,bribe the security,request supplies to be airdropped,,wave to the parents,steal whatever she has on her,,,saw Todd's arm off,,call the family to tell them he can't dogsit anymore,,send an emergency call,,
12/23/24 16:56,12/23/24 17:04,IP Address,100,468,TRUE,12/23/24 17:04,,,,,anonymous,EN,92,91,100,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99,100,100,,,,,,,,,,,,,0,8,0,0,,,,,,,,,,,,,92,91,99,94,,,,,,,,,,,,,100,92,100,100,,,,,,,,,,,,,,,,,92,81,100,80,,,,,,,,,50,49,99,50,,,,,0,50,0,51,My age in years is,61,Male,Caucasian/White,,,take a public bus,,,,attempt to search for a water source,,yell in gibberish until she leaves,,hide behind some bushes,,grab Maria and hold her,,,turn the plane around,check through surveillance footage,lie to her boyfriend that she forgot about the dinner and has made alternative plans
12/23/24 16:59,12/23/24 17:05,IP Address,100,393,TRUE,12/23/24 17:05,,,,,anonymous,EN,,,,,0,0,0,0,,,,,50,50,49,50,,,,,0,3,0,2,100,98,100,100,,,,,100,100,100,100,,,,,,,,,0,100,100,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,2,87,100,100,100,,,,,,,,,,,,,,,,,,,,,My age in years is,44,Male,Caucasian/White,,,steal a passing driver's car,call the gym,bribe the security,request supplies to be airdropped,huddle to conserve energy,wave to the parents,,,,,,,sell his wedding ring to earn the remaining amount,just start to descend and hope to land on water,,
12/23/24 16:55,12/23/24 17:05,IP Address,100,619,TRUE,12/23/24 17:05,,,,,anonymous,EN,,,,,,,,,0,7,0,1,,,,,,,,,,,,,,,,,70,65,97,56,,,,,,,,,,,,,3,2,85,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65,3,56,100,76,100,78,,,,,74,64,100,86,,,,,,,,,4,9,80,40,13,25,4,8,,,,,,,,,,,,,,,,,,,,,My age in years is,31,Female,Caucasian/White,,,,steal the wallet of someone else,,organize a few fishing crews to go out on their own,,make cat noises at him until he leaves,,,,leave Todd to save herself,tell the man to leave,call a locksmith,buy half of the tickets himself,hold on to the original flight route,,
12/23/24 16:55,12/23/24 17:05,IP Address,100,624,TRUE,12/23/24 17:05,,,,,anonymous,EN,,,,,,,,,70,63,100,100,,,,,0,33,15,42,,,,,95,93,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,33,84,78,,,,,,,,,,,,,,,,,76,78,90,92,,,,,,,,,,,,,,,,,65,70,83,97,,,,,,,,,100,85,100,100,,,,,,,,,0,1,0,0,,,,,My age in years is,35,Male,Black/African,,,,send an Uber driver to pick up her wallet and ID,bribe the security,ration their food,,,,pour water on the car to cool it,,hike until she finds cell service,,,ask people to donate the remaining money,turn the plane around,,tie the kids up in their room and join the dinner
12/23/24 16:57,12/23/24 17:05,IP Address,100,483,TRUE,12/23/24 17:05,,,,,anonymous,EN,96,100,100,100,,,,,,,,,0,61,0,0,0,0,0,0,,,,,,,,,,,,,,,,,52,60,50,50,0,0,20,0,,,,,,,,,52,47,29,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,73,83,85,,,,,100,79,81,95,,,,,,,,,,,,,,,,,,,,,,,,,My age in years is,32,Male,Multiethnic,,,take a public bus,steal the wallet of someone else,try to find the backstage entrance,,steal all of the food and water,make cat noises at him until he leaves,refuse to drive her,,,,,call the fire brigade,offer a free drink for everyone who buys a ticket,,,
12/23/24 16:51,12/23/24 17:05,IP Address,100,884,TRUE,12/23/24 17:05,,,,,anonymous,EN,93,92,100,100,,,,,,,,,,,,,,,,,24,75,0,76,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,40,40,21,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,,,,,,,,,,,,,,,,,,,,,19,50,49,17,,,,,,,,,92,91,100,100,,,,,100,100,100,100,My age in years is,55,Female,Caucasian/White,,None...Thank you.,take a public bus,,try to find the backstage entrance,throw disobedient passengers off the boat,,,call her a cab,,,,call others for help,,,just start to descend and hope to land on water,identify faults or malfunctions,ask her boyfriend to help her babysit
12/23/24 16:56,12/23/24 17:05,IP Address,100,572,TRUE,12/23/24 17:05,,,,,anonymous,EN,,,,,50,72,91,93,,,,,,,,,,,,,32,22,78,64,,,,,,,,,,,,,,,,,,,,,,,,,38,23,62,62,,,,,49,39,52,53,,,,,,,,,37,48,62,53,,,,,,,,,75,78,97,93,,,,,,,,,42,40,58,51,,,,,,,,,,,,,,,,,,,,,,,,,40,61,54,65,,,,,My age in years is,67,Female,Caucasian/White,,,reschedule for a later flight,,give her ticket to Ted,,,,refuse to drive her,call emergency services,pretend to be dead,,grab Maria and hold her,call a locksmith,,,,lie to her boyfriend that she forgot about the dinner and has made alternative plans
12/23/24 16:57,12/23/24 17:06,IP Address,100,516,TRUE,12/23/24 17:06,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,69,80,83,,,,,,,,,,,,,,,,,,,,,,,,,10,13,51,6,,,,,,,,,0,19,51,21,0,0,0,0,,,,,,,,,43,58,83,68,,,,,,,,,,,,,,,,,65,61,50,64,,,,,,,,,86,81,50,71,7,15,50,31,,,,,My age in years is,37,Male,Asian,,,,,,request supplies to be airdropped,,,,ask to use the mall’s loudspeaker,pretend to be dead,saw Todd's arm off,call others for help,,,turn the plane around,identify the location in the building where the fire started,take the kids to the restaurant
12/23/24 16:57,12/23/24 17:06,IP Address,100,539,TRUE,12/23/24 17:06,,,,,anonymous,EN,,,,,,,,,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,,,,,,,,,9,10,84,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,,,,,0,0,0,0,,,,,0,30,51,9,,,,,10,10,52,0,,,,,,,,,0,100,100,10,,,,,My age in years is,69,Male,Caucasian/White,,"No problems, very curious survey, thanks.",,text her friend to wait for her,,,attempt to search for a water source,,call her a cab,,,,persuade Maria to wait for her father,call the family to tell them he can't dogsit anymore,buy half of the tickets himself,hold on to the original flight route,,agree to babysit Ben's kids and be late to the dinner
12/23/24 16:59,12/23/24 17:06,IP Address,100,463,TRUE,12/23/24 17:06,,,,,anonymous,EN,1,1,1,1,,,,,,,,,,,,,,,,,30,11,3,2,,,,,,,,,,,,,100,51,100,100,,,,,100,94,100,100,,,,,,,,,,,,,,,,,,,,,,,,,100,80,100,100,,,,,,,,,100,100,100,100,,,,,,,,,,,,,,,,,100,100,100,100,,,,,2,1,1,1,,,,,,,,,,,,,My age in years is,42,Female,Black/African,,,demand that the airline delays the flight,,pretend that they are family members of the band to get into the venue,,boost morale with a three-legged race,keep an eye on him,,,,leave Todd to save herself,persuade Maria to wait for her father,,,send an emergency call,just conclude that it's the restaurant owner's own fault,
12/23/24 16:59,12/23/24 17:06,IP Address,100,462,TRUE,12/23/24 17:06,,,,,anonymous,EN,,,,,,,,,29,22,33,24,,,,,,,,,,,,,,,,,37,32,45,45,,,,,,,,,,,,,,,,,5,14,26,24,,,,,53,51,49,52,,,,,61,62,82,84,,,,,,,,,,,,,,,,,,,,,11,18,18,17,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,9,8,6,6,,,,,My age in years is,35,Female,Asian,,,,text her friend to wait for her,,organize a few fishing crews to go out on their own,,,yell in gibberish until she leaves,check that the doors are locked,call the park rangers,,,find other people to help him ram the door,rob a bank,,,lie to her boyfriend that she forgot about the dinner and has made alternative plans
12/23/24 16:56,12/23/24 17:07,IP Address,100,685,TRUE,12/23/24 17:07,,,,,anonymous,EN,,,,,,,,,0,51,71,54,,,,,,,,,0,0,0,0,,,,,100,100,100,100,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,72,100,100,100,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,My age in years is,44,Female,Black/African,,,,wait at her car in case her friend is looking for her,pretend that they are family members of the band to get into the venue,ration their food,,make cat noises at him until he leaves,,check that the doors are locked,,give Todd her water,,call the fire brigade,rob a bank,,,
12/23/24 16:57,12/23/24 17:08,IP Address,100,643,TRUE,12/23/24 17:08,,,,,anonymous,EN,0,50,7,0,,,,,,,,,,,,,71,79,80,79,,,,,71,84,80,80,,,,,,,,,,,,,50,61,61,58,,,,,,,,,,,,,50,29,49,28,,,,,,,,,50,70,68,69,81,81,80,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,80,80,80,,,,,,,,,,,,,My age in years is,31,Male,Caucasian/White,,,demand that the airline delays the flight,,try to dress up as venue staff,serve engine fuel to the passengers,,tackle him and hold him down,,ask to use the mall’s loudspeaker,pretend to be dead,give Todd her water,,,,,check for ignition devices,
12/23/24 16:55,12/23/24 17:08,IP Address,100,726,TRUE,12/23/24 17:08,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,,,,,,,,,71,92,100,96,,,,,66,70,96,70,,,,,,,,,,,,,2,9,85,10,,,,,0,4,0,0,71,60,100,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,,,,,0,56,77,45,My age in years is,51,Female,Caucasian/White,,,,,,,steal all of the food and water,keep an eye on him,take her to his house but no further,,make loud noises,yell at Todd for getting stuck,grab Maria and hold her,,,,check through surveillance footage,ask her boyfriend to postpone the dinner to next week
12/23/24 16:54,12/23/24 17:08,IP Address,100,842,TRUE,12/23/24 17:08,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,60,43,72,67,,,,,,,,,,,,,52,60,48,58,,,,,,,,,50,57,68,65,,,,,58,50,56,63,,,,,,,,,52,71,71,65,,,,,,,,,67,53,66,80,64,64,64,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,53,65,73,,,,,My age in years is,31,Female,Black/African,,N/A,,,,organize a few fishing crews to go out on their own,,keep an eye on him,refuse to drive her,ask to use the mall’s loudspeaker,,hike until she finds cell service,call others for help,break a window and climb into the house,,,,agree to babysit Ben's kids and be late to the dinner
12/23/24 16:58,12/23/24 17:08,IP Address,100,604,TRUE,12/23/24 17:08,,,,,anonymous,EN,,,,,51,50,100,75,,,,,100,93,92,86,12,44,88,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,54,23,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,0,,,,,0,0,0,0,,,,,,,,,,,,,100,100,100,100,,,,,,,,,My age in years is,50,Male,Caucasian/White,,"none, good luck in your research!",take a public bus,text her friend to wait for her,try to buy a ticket off another person,,,,take her to his house but no further,slash the tires,,,,slide some dog treats underneath the door,lie to people that the tickets are for a charity event for children in need,,talk to witnesses,
12/23/24 16:50,12/23/24 17:08,IP Address,100,1086,TRUE,12/23/24 17:08,,,,,anonymous,EN,8,0,0,0,,,,,,,,,,,,,0,41,63,51,,,,,,,,,,,,,78,68,70,69,,,,,73,83,98,76,,,,,,,,,,,,,78,67,90,50,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,30,21,0,,,,,,,,,,,,,,,,,,,,,0,88,85,91,,,,,,,,,,,,,My age in years is,30,Female,Black/African,,,try to convince a passing driver to trade cars,,give her ticket to Ted,,attempt to search for a water source,wave to the parents,,check that the doors are locked,,get her arm stuck in solidarity,,call the fire brigade,,,just conclude that it's the restaurant owner's own fault,
12/23/24 16:56,12/23/24 17:09,IP Address,100,780,TRUE,12/23/24 17:09,,,,,anonymous,EN,0,7,0,5,,,,,,,,,,,,,,,,,0,81,0,81,,,,,,,,,100,100,100,100,,,,,,,,,35,66,81,90,0,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,72,92,86,,,,,,,,,0,64,71,75,,,,,,,,,69,85,88,87,,,,,,,,,,,,,,,,,My age in years is,53,Male,Black/African,,"good survey, no problems",steal a passing driver's car,,bribe the security,,try to find enough dry wood to start a fire,stare intently and try to read his mind,steal whatever she has on her,,,,try to buy Maria candy at a store nearby,,offer a free drink for everyone who buys a ticket,set the plane on autopilot and jump off with a parachute,,
12/23/24 16:58,12/23/24 17:09,IP Address,100,666,TRUE,12/23/24 17:09,,,,,anonymous,EN,,,,,29,51,92,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,10,0,,,,,,,,,,,,,44,50,75,40,,,,,0,41,13,34,,,,,0,3,0,0,,,,,,,,,0,9,18,0,,,,,,,,,,,,,5,50,82,2,,,,,,,,,,,,,0,39,10,34,My age in years is,47,Non-binary,Caucasian/White,,,call a taxi,,,,,,call her a cab,,call the park rangers,hike until she finds cell service,try to buy Maria candy at a store nearby,break a window and climb into the house,,just start to descend and hope to land on water,,agree to babysit Ben's kids and be late to the dinner
12/23/24 16:59,12/23/24 17:09,IP Address,100,597,TRUE,12/23/24 17:09,,,,,anonymous,EN,0,0,0,0,,,,,,,,,,,,,,,,,0,14,33,24,,,,,90,91,91,93,49,50,81,75,,,,,0,11,50,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,51,21,,,,,,,,,,,,,50,81,100,100,,,,,,,,,29,50,50,50,My age in years is,49,Male,Caucasian/White,,I had no issues. ,steal a passing driver's car,,try to find the backstage entrance,ration their food,try to find enough dry wood to start a fire,tackle him and hold him down,,,,,,,ask people to donate the remaining money,,talk to witnesses,ask her boyfriend to postpone the dinner to next week
12/23/24 16:59,12/23/24 17:09,IP Address,100,607,TRUE,12/23/24 17:09,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,100,100,100,,,,,71,100,100,100,,,,,9,60,40,40,,,,,,,,,,,,,,,,,,,,,40,77,92,50,0,0,19,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,40,81,51,51,,,,,,,,,,,,,9,50,61,61,My age in years is,22,Female,Black/African,,,,,,ration their food,try to find enough dry wood to start a fire,call the police,,,make loud noises,get her arm stuck in solidarity,kidnap Maria,,,just start to descend and hope to land on water,,ask her boyfriend to help her babysit
12/23/24 16:43,12/23/24 17:10,IP Address,100,1610,TRUE,12/23/24 17:10,,,,,anonymous,EN,,,,,71,38,82,58,,,,,,,,,,,,,,,,,,,,,,,,,61,40,84,61,,,,,71,40,81,61,,,,,,,,,72,42,83,59,83,35,80,51,,,,,,,,,,,,,29,80,62,91,,,,,,,,,,,,,,,,,,,,,,,,,59,76,49,65,39,64,33,50,,,,,,,,,,,,,,,,,,,,,My age in years is,32,Male,Caucasian/White,,no,demand that the airline delays the flight,,,,throw away all of the food,wave to the parents,take her to his house but no further,pour water on the car to cool it,,yell at Todd for getting stuck,,,rob a bank,call his mum,,
12/23/24 17:03,12/23/24 17:10,IP Address,100,417,TRUE,12/23/24 17:10,,,,,anonymous,EN,,,,,,,,,0,6,34,19,,,,,,,,,78,62,77,59,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,67,48,87,,,,,,,,,,,,,100,91,100,100,,,,,,,,,13,49,13,5,,,,,,,,,,,,,,,,,,,,,0,35,5,10,,,,,100,100,87,95,My age in years is,27,Male,Caucasian/White,,,,create a fake membership pass with an editing tool on her phone,try to buy a ticket off another person,throw disobedient passengers off the boat,,,,,hide behind some bushes,,tell the man to leave,slide some dog treats underneath the door,,,just conclude that it's the restaurant owner's own fault,ask her boyfriend to postpone the dinner to next week
12/23/24 17:01,12/23/24 17:11,IP Address,100,557,TRUE,12/23/24 17:11,,,,,anonymous,EN,,,,,51,50,100,93,,,,,52,50,100,49,0,20,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,51,0,,,,,81,30,100,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,28,0,,,,,,,,,50,51,100,79,,,,,,,,,0,50,100,10,,,,,My age in years is,43,Female,Prefer not to disclose,,None.,reschedule for a later flight,wait at her car in case her friend is looking for her,bribe the security,,,,turn invisible,ask to use the mall’s loudspeaker,,,,,sell his wedding ring to earn the remaining amount,set the plane on autopilot and jump off with a parachute,,take the kids to the restaurant
